# T [GeV], g_*, g_*,s
# high temperature (>125 GeV) from 1503.04935
# medium temperature (10 MeV - 125 GeV) from 1606.07494
# low temperature (< 10 MeV) also from 1503.04935
1.0000000e-05    3.37084    3.91770
2.0000000e-05    3.37084    3.91770
3.0000000e-05    3.37092    3.91777
4.0000000e-05    3.37371    3.92030
5.0000000e-05    3.39353    3.93842
6.0000000e-05    3.45555    3.99555
7.0000000e-05    3.57943    4.11028
8.0000000e-05    3.76975    4.28709
9.0000000e-05    4.01846    4.51833
1.0000000e-04    4.31122    4.79029
1.1000000e-04    4.63248    5.08814
1.2000000e-04    4.96829    5.39871
1.3000000e-04    5.30740    5.71151
1.4000000e-04    5.64143    6.01884
1.5000000e-04    5.96451    6.31545
1.6000000e-04    6.27284    6.59797
1.7000000e-04    6.56418    6.86454
1.8000000e-04    6.83748    7.11431
1.9000000e-04    7.09247    7.34717
2.0000000e-04    7.32947    7.56351
2.1000000e-04    7.54915    7.76401
2.2000000e-04    7.75240    7.94954
2.3000000e-04    7.94024    8.12105
2.4000000e-04    8.11373    8.27954
2.5000000e-04    8.27393    8.42600
2.6000000e-04    8.42190    8.56137
2.7000000e-04    8.55860    8.68657
2.8000000e-04    8.68498    8.80242
2.9000000e-04    8.80190    8.90972
3.0000000e-04    8.91017    9.00920
4.0000000e-04    9.65085    9.69402
5.0000000e-04   10.03493   10.05373
6.0000000e-04   10.25497   10.26212
7.0000000e-04   10.39143   10.39252
8.0000000e-04   10.48143   10.47915
9.0000000e-04   10.54373   10.53948
1.0000000e-03   10.58858   10.58311
1.1000000e-03   10.62189   10.61564
1.2000000e-03   10.64730   10.64054
1.3000000e-03   10.66711   10.66000
1.4000000e-03   10.68285   10.67550
1.5000000e-03   10.69556   10.68805
1.6000000e-03   10.70597   10.69833
1.7000000e-03   10.71460   10.70688
1.8000000e-03   10.72183   10.71405
1.9000000e-03   10.72796   10.72012
2.0000000e-03   10.73319   10.72532
4.0555556e-03   10.74217   10.74111
6.1111111e-03   10.74954   10.74832
8.1666667e-03   10.74991   10.74926
1.0000000e-02   10.76000   10.75484
1.7782794e-02   11.09000   11.03428
3.9810717e-02   13.68000   13.39089
1.0000000e-01   17.61000   17.21004
1.4125375e-01   24.07000   22.83183
1.5848932e-01   29.84000   27.73801
2.5118864e-01   47.83000   45.07247
3.1622777e-01   53.04000   50.66386
1.0000000e+00   73.48000   72.19635
1.0000000e+01   83.10000   82.99791
1.9952623e+01   85.56000   85.22846
3.9810717e+01   91.97000   91.16140
1.0000000e+02  102.17000  101.40943
1.2533333e+02  103.45475  102.87372
1.2566667e+02  103.47056  102.89021
1.2600000e+02  103.48630  102.90662
1.2633333e+02  103.50197  102.92296
1.2666667e+02  103.51756  102.93923
1.2700000e+02  103.53309  102.95543
1.2733333e+02  103.54855  102.97157
1.2766667e+02  103.56393  102.98763
1.2800000e+02  103.57925  103.00362
1.2833333e+02  103.59450  103.01955
1.2866667e+02  103.60968  103.03541
1.2900000e+02  103.62480  103.05120
1.2933333e+02  103.63985  103.06692
1.2966667e+02  103.65483  103.08258
1.3000000e+02  103.66975  103.09818
1.3033333e+02  103.68460  103.11371
1.3066667e+02  103.69939  103.12917
1.3100000e+02  103.71412  103.14457
1.3133333e+02  103.72879  103.15991
1.3166667e+02  103.74339  103.17519
1.3200000e+02  103.75793  103.19040
1.3233333e+02  103.77241  103.20555
1.3266667e+02  103.78683  103.22064
1.3300000e+02  103.80119  103.23567
1.3333333e+02  103.81549  103.25064
1.3366667e+02  103.82974  103.26555
1.3400000e+02  103.84392  103.28041
1.3433333e+02  103.85805  103.29520
1.3466667e+02  103.87212  103.30994
1.3500000e+02  103.88614  103.32462
1.3533333e+02  103.90010  103.33924
1.3566667e+02  103.91401  103.35381
1.3600000e+02  103.92786  103.36832
1.3633333e+02  103.94166  103.38277
1.3666667e+02  103.95541  103.39718
1.3700000e+02  103.96910  103.41153
1.3733333e+02  103.98275  103.42582
1.3766667e+02  103.99634  103.44007
1.3800000e+02  104.00989  103.45426
1.3833333e+02  104.02338  103.46840
1.3866667e+02  104.03683  103.48249
1.3900000e+02  104.05023  103.49653
1.3933333e+02  104.06359  103.51052
1.3966667e+02  104.07689  103.52447
1.4000000e+02  104.09016  103.53836
1.4033333e+02  104.10338  103.55221
1.4066667e+02  104.11655  103.56601
1.4100000e+02  104.12968  103.57977
1.4133333e+02  104.14277  103.59348
1.4166667e+02  104.15582  103.60715
1.4200000e+02  104.16883  103.62077
1.4233333e+02  104.18180  103.63435
1.4266667e+02  104.19473  103.64789
1.4300000e+02  104.20763  103.66139
1.4333333e+02  104.22049  103.67484
1.4366667e+02  104.23331  103.68826
1.4400000e+02  104.24610  103.70164
1.4433333e+02  104.25886  103.71498
1.4466667e+02  104.27158  103.72829
1.4500000e+02  104.28427  103.74156
1.4533333e+02  104.29694  103.75479
1.4566667e+02  104.30957  103.76799
1.4600000e+02  104.32218  103.78116
1.4633333e+02  104.33476  103.79429
1.4666667e+02  104.34732  103.80740
1.4700000e+02  104.35986  103.82048
1.4733333e+02  104.37237  103.83353
1.4766667e+02  104.38487  103.84655
1.4800000e+02  104.39735  103.85955
1.4833333e+02  104.40982  103.87253
1.4866667e+02  104.42228  103.88549
1.4900000e+02  104.43472  103.89843
1.4933333e+02  104.44714  103.91134
1.4966667e+02  104.45955  103.92423
1.5000000e+02  104.47195  103.93710
1.5033333e+02  104.48434  103.94995
1.5066667e+02  104.49672  103.96279
